Temp,Turbidity,DO,BOD ,CO2,pH,Alkalinity,Hardness ,Calcium ,Ammonia ,Nitrite ,Phosphorus ,H2S ,Plankton ,Water Quality
23.84,37.18,3.98,1.31,7.49,6.54,41.79,130.25,79.23,0.004,0.001,0.379,0.0198,3588,0
22.41,42.29,3.88,1.43,5.86,7.27,90.14,103.56,55.8,0.006,0.013,0.933,0.0196,3372,0
27.6,36.57,3.68,1.13,5.04,8.92,40.15,149.92,64.01,0.022,0.004,1.608,0.0194,3203,0
29.65,65.15,3.11,1.78,6.73,8.62,27.55,90.2,45.27,0.003,0.015,0.888,0.0193,4241,0
20.95,46.5,4.38,1.21,5.17,6.75,87.41,86.23,79.29,0.007,0.007,0.194,0.0191,3192,0
27.8,35.17,3.04,1.79,6.81,6.6,33.96,135.08,90.16,0.006,0.009,1.176,0.0197,3155,0
21.89,41.07,3.84,1.85,6.85,8.77,81.45,147.4,38.25,0.007,0.009,1.121,0.0199,3338,0
20.09,72.51,4.76,1.01,7.35,7.88,79.47,144.1,54.69,0,0.007,0.1,0.0196,3821,0
24.1,69.41,3,1.82,6.64,8.61,58.01,132.69,55.18,0.003,0.014,0.355,0.0195,4315,0
21.41,39.28,4,1.28,6.42,7.28,52.48,107.48,64.19,0.016,0.013,1.844,0.0192,3498,0
25.33,49.74,4.51,1.11,6,7.8,40.29,78.97,38.11,0.017,0.002,0.784,0.0193,3556,0
25.58,42.98,4.35,1.42,5.84,6.99,87.39,147,56.18,0.025,0.001,1.052,0.0195,4179,0
26.93,59.94,3.36,1.16,7.55,6.53,66.84,86.69,25.34,0.022,0.009,0.657,0.0193,3750,0
28.76,63.39,4.99,1.06,5.63,8.87,94.09,85.53,93.66,0.001,0.019,1.08,0.0192,3136,0
20.2,33.82,4.78,1.77,5.41,7.83,81.65,128.63,57.37,0.018,0.002,1.373,0.0199,3505,0
26.87,49.63,4.39,1.86,6.69,6.75,85.65,145.92,80.23,0.002,0,0.683,0.0198,3094,0
29.86,41.58,3.2,1.79,7.06,7.63,71.25,130.87,32.52,0.02,0.014,0.435,0.0197,3525,0
29.86,77.31,4.74,1.3,6.09,8.37,75.88,117.09,31.3,0.002,0.015,1.338,0.0195,4057,0
24.56,47.97,4.82,1.86,7.06,7.83,99.02,85.9,83.69,0.016,0.005,1.891,0.0191,3971,0
23.48,44.54,4.81,1.73,6.03,8.82,26.09,122.56,94.24,0.016,0.018,0.295,0.019,3215,0
29.83,34.8,4.13,1.06,7.49,7.49,42.3,122.07,42.2,0.018,0.012,0.635,0.0193,3034,0
24.86,62.25,3.82,1.67,6.98,6.9,49.82,138.62,58.94,0.012,0.012,1.495,0.0192,3283,0
23.15,54.81,3.2,1.07,6.07,8.62,43.55,142.71,40.54,0.003,0.008,1.207,0.0196,3753,0
23.81,43.32,4.09,1.1,5.24,6.91,59.98,84.1,33.02,0.02,0.002,0.133,0.0192,3310,0
20.18,66.64,3.88,1.52,6.8,8.64,37.87,80.97,31.45,0.02,0.015,1.237,0.0198,4254,0
25.04,77.46,4.26,1.73,7.69,8.61,96.02,115.62,99.47,0.016,0.017,0.517,0.0192,4009,0
21.27,78.29,3.43,1.28,7.86,7.71,52.17,138.26,58.06,0.008,0.007,0.73,0.0195,3025,0
23.05,71.42,4.28,1.98,6.29,8.43,31.43,79.12,44.05,0.013,0.017,0.075,0.0193,3724,0
22.56,39.49,4.94,1.58,7.77,8.61,97.57,134.82,79.71,0.003,0.016,1.181,0.0198,3178,0
20.02,69.22,4.39,1.94,6.68,7.5,44.32,75.89,53.96,0.01,0.004,0.203,0.0198,3252,0
27.73,52.99,4.77,1.24,7.81,7.9,28.68,97.15,69.11,0.015,0.013,1.35,0.0193,3242,0
26.62,36.27,4.85,1.84,5,7.79,32.26,91.48,83.32,0.022,0.002,1.153,0.0194,3530,0
23.98,49.16,4.89,1.45,6.3,7.23,58.12,148.51,78.35,0.002,0.013,1.842,0.0199,3675,0
25.01,33.37,4.04,1.06,6.82,8.8,71.03,81.95,96.03,0.017,0.011,0.566,0.0192,4263,0
26.13,75.53,3.36,1.08,7.37,7.51,36.73,129.12,82,0.018,0.018,1.626,0.0198,4369,0
21.33,78.77,4.64,1.79,7.92,8.77,59.07,135.43,38.1,0.003,0.017,0.294,0.0196,4144,0
22.83,64.9,3.1,1.11,7.54,7.71,66.48,100.83,62.55,0.023,0.007,0.24,0.0192,3034,0
28.37,42.3,3.26,1.99,7.99,7.52,89.23,147.08,47.34,0.002,0.015,1.606,0.0194,4390,0
28.66,63.77,4.86,1.5,6.94,8.25,42.9,134.06,89.69,0.002,0.015,0.638,0.0193,3859,0
20.55,34.5,3.56,1.74,5.47,8.6,52.11,109.74,74.74,0.02,0.002,0.191,0.0199,4344,0
24.93,78.42,4.89,1.35,5.08,6.98,58.8,105.93,76.51,0.003,0.01,1.952,0.0194,4327,0
28.3,63.24,4.37,1.07,7.84,8.67,91.7,75.82,33.71,0,0.006,0.491,0.0199,4152,0
29.18,35.66,4.35,1.82,5.31,8.04,46.07,103.65,70.75,0,0.012,0.389,0.0191,3266,0
28.01,34.14,3.75,1.24,6.68,7.61,49.01,78.37,52.18,0.014,0.01,1.687,0.0197,3689,0
29.79,31.79,4.74,1.06,7.3,8.13,78.8,138.19,55.39,0.024,0.003,0.515,0.0195,3934,0
25.71,58.6,4.12,1.06,6.62,6.8,67.94,79.54,39.39,0.003,0.016,0.21,0.0191,3706,0
20.64,71.98,3.61,1.71,6.42,8.28,85.42,87.98,87.29,0.002,0.013,1.978,0.0197,3740,0
20.86,68.42,4.7,1.43,7.12,6.76,67.62,149.16,95.9,0.016,0.011,0.93,0.0191,4032,0
29.77,79.98,4.57,1.7,5.83,7.92,89.37,100.65,92.68,0.005,0.018,1.137,0.0197,3051,0
24.49,60.26,4.94,1.84,6.41,8.34,60.26,115.04,70.04,0.006,0.001,0.724,0.0195,3137,0
28.94,48.36,4.96,1.38,7.59,8.8,83.65,145.56,56.81,0.005,0.006,0.135,0.02,3004,0
29.11,30.85,4.21,1.53,6.77,8.7,99.58,77.88,25.63,0.023,0.011,0.056,0.0191,4234,0
29.61,41.77,3.03,1.75,7.96,7.43,66.11,88.06,28.69,0.011,0.01,1.862,0.0195,3920,0
27.78,63.96,3.51,1.4,7.82,8.27,59.18,87.74,64,0.011,0.015,0.902,0.019,3646,0
29.48,51.45,3.62,1.77,7.84,7.45,89.59,133.29,61.18,0.005,0.009,1.412,0.02,4406,0
26.79,38.31,3.45,1.47,6.7,7.61,80.23,77.55,25.96,0.023,0.019,1.886,0.0194,3039,0
27.14,57.14,4.45,1.88,5.04,7.08,52.39,111.78,59.53,0.02,0.019,0.063,0.0191,3273,0
21.38,59.43,4.3,1.28,5.94,7.96,95.43,131.02,26.96,0.004,0.013,0.542,0.0196,3642,0
20.83,70.58,4.86,1.71,7.62,6.54,75.97,132.5,82.67,0.005,0.01,0.97,0.0191,3335,0
21.12,53.61,4.09,1.13,5.5,7.52,29.67,97.98,57.4,0.02,0.016,1.149,0.0199,4034,0
23.69,75.92,3.88,1.34,7.59,7.46,93.93,89.78,97.12,0.013,0.004,1.525,0.0193,3462,0
29.65,73.17,4.28,1.52,6.98,6.86,38.82,112.6,67.53,0.008,0.018,0.525,0.0195,3675,0
23.62,56.09,3.44,1.33,5.33,8.35,60.16,77.21,90.49,0.002,0.014,0.825,0.0197,3214,0
29.3,56.45,3.1,1.69,7.92,7.31,52.2,107.16,67.98,0.019,0.017,0.182,0.0195,4218,0
20.96,63.98,3.42,1.86,5.61,7.46,61.04,118.67,60.74,0.024,0.002,0.428,0.0192,4411,0
21.22,64.08,4.73,1.91,6.63,8.97,26.74,80.3,69.49,0.001,0.011,1.782,0.0195,3021,0
24.89,39.45,3.22,1.87,5.06,8.06,37.6,126.16,95.32,0.005,0.017,1.326,0.0197,3665,0
29.23,53.61,4.93,1.77,6.74,7.51,83.39,140.42,25.95,0.004,0.016,1.28,0.0191,3832,0
21.35,60.85,3.81,1.75,6.31,7.08,64.1,78.66,46.08,0.005,0.001,0.061,0.0192,3483,0
21.44,76.3,3.36,1.7,5.58,8.91,77.64,80.28,30.68,0.008,0.011,0.394,0.0194,4307,0
23.33,38.31,4.13,1.6,7.79,6.86,76.85,102.77,75.2,0.022,0.02,0.079,0.0197,3219,0
24.55,73.21,3.82,1.68,7.42,7.5,84.05,88.67,72.1,0.013,0.016,1.595,0.0195,4416,0
20.08,43.71,4.58,1.3,7,7.83,51.52,79.74,32,0.015,0.005,0.624,0.0199,3883,0
24.08,58.7,3.15,1.54,5.9,6.75,40.74,99.5,75.17,0.014,0.008,0.988,0.0198,3981,0
21.81,36.24,3.05,1.93,5.17,7.95,75.05,139.54,33.13,0.012,0.003,1.001,0.019,3249,0
28.73,55.88,4.68,1.71,5.21,6.76,74.02,119.64,72.49,0.002,0.002,0.149,0.0199,3976,0
25.49,34.04,3.24,1.77,7.02,7.99,95.74,106.53,37.88,0.005,0.007,1.437,0.0191,4454,0
28.61,48.51,4.91,1.58,6.64,7.7,70.52,112.65,48.13,0.01,0.015,0.031,0.0194,4270,0
20.53,63.7,4.22,1.96,6.46,8.54,65.76,101.27,50.5,0.014,0.008,1.444,0.0191,3798,0
25.11,31.32,3.53,1.03,6.69,7.93,69.99,84.67,88.65,0.011,0.017,0.938,0.0197,3795,0
21.46,62.59,4.39,1.53,7.43,7.03,46.83,115.14,41.57,0.012,0.012,1.415,0.0199,3704,0
24.39,74.63,4.05,1.27,7.39,7.58,60.54,104.81,86.13,0.023,0.014,1.584,0.0197,4130,0
24.55,52.51,4.26,1.19,5.34,7.58,70.77,119.81,67.78,0.011,0.011,0.047,0.0195,4389,0
23.18,73.35,4.24,1.17,6.5,8.68,81.97,100.74,69.08,0.005,0.002,0.524,0.0192,4348,0
29.26,67.52,4.44,1.18,5.21,8.37,51.29,89.36,74.9,0.007,0.008,0.214,0.0191,3527,0
27.22,52.41,3.09,1.3,7.6,7.49,95.38,75.38,37.57,0,0.009,1.576,0.0195,4279,0
26.37,60.33,4.61,1.38,7.64,6.92,35.68,84.98,59.23,0.021,0.001,0.062,0.0194,4121,0
29.46,65.01,3.79,1.63,7.67,7.85,51.37,115.25,51.99,0.023,0.014,1.674,0.0199,3340,0
27.3,41.67,3.33,1.38,6.91,6.55,66.5,86.78,33.81,0.012,0.006,0.166,0.0195,4266,0
25.22,52.7,4.79,1.46,7.1,6.8,96.2,107.07,44.92,0.016,0.02,0.404,0.0193,3342,0
26.47,32.39,4.78,1.76,6.19,8.09,75.94,144.12,81.01,0.008,0.002,0.182,0.0195,4131,0
27.36,60.57,4.69,1.26,7.34,7.71,41.48,137.02,70.68,0.004,0,1.509,0.0192,3605,0
28.71,30.85,4.19,1.68,5.84,8.99,74.14,148.96,50.1,0.006,0.004,0.318,0.0192,3513,0
28.67,61.22,3.84,1.04,5.38,8.15,76.03,139.21,51.27,0.014,0.016,0.799,0.0193,3222,0
22.29,39.72,4.11,1.45,7.58,8.93,30.19,90.08,60.64,0.018,0.009,0.934,0.0196,3380,0
23.01,55.29,4.09,1.8,7.97,8.7,33.15,99.45,52.34,0.004,0.006,0.422,0.0195,4216,0
24.1,53.99,4.44,1.57,6.96,8.26,62.79,138.22,79.69,0.005,0.006,0.668,0.0198,3409,0
21.92,65.53,3.75,1.61,5.15,6.71,70.31,80.05,61.84,0.011,0.02,1.918,0.0198,3252,0
21.95,64.52,3.48,1.75,7.49,7.6,30.44,134.78,29.36,0.016,0.015,0.341,0.0193,4471,0
21.5,66.3,4.34,1.67,7.76,6.5,71.67,128.34,98.76,0.006,0.003,1.44,0.0197,4019,0
28.55,52.05,3.07,1.73,5.26,8.2,46.66,101.76,30.44,0.002,0.013,0.493,0.0191,3092,0
29.31,46.43,3.77,1.36,7.78,8.44,27.92,105.73,54.58,0.009,0.009,1.628,0.0198,3713,0
27.8,57.36,4.57,1.9,7.66,8.78,57.61,79.95,80.57,0.003,0.014,1.575,0.019,3105,0
21.58,72.92,3.69,1.97,5.73,7.39,37.42,137.76,77.11,0.012,0.014,1.493,0.0195,3580,0
27.29,75.72,4.13,1.01,6.2,7.86,40.85,97.27,25.89,0.002,0.003,1.493,0.0192,3937,0
21.94,61.3,3.64,1.55,5.31,8.13,75.62,142.27,65.84,0.018,0.01,0.2,0.0197,4349,0
24.58,55.86,4.99,1.71,7.87,6.94,74.4,97.99,54.94,0.009,0.011,0.63,0.0199,4171,0
28.55,56.87,3.05,1.93,5.52,8.96,65.49,105.49,48.18,0.019,0.011,0.932,0.0191,3870,0
21.32,38.05,3.55,1.03,6.53,6.51,61.84,139.26,61.42,0.012,0.008,1.102,0.0197,4029,0
26.14,36.91,4,1.92,6.27,6.99,26.48,110.75,99.89,0.014,0.011,0.867,0.0197,4488,0
26.38,59.77,3.74,1.58,6.9,7.67,91.14,112.79,96.67,0.007,0.014,0.473,0.019,3228,0
27.52,60.35,3.44,1.14,6.64,7.89,49.11,126.14,86.2,0.004,0.01,0.732,0.0195,3486,0
22.57,62.22,3.77,1.31,5.39,7.14,73.67,95.91,97.51,0.006,0.011,0.203,0.0191,3178,0
25.49,33.18,4.61,1.25,6.49,8.99,85.74,136.55,50.46,0.017,0.002,0.858,0.0194,3141,0
29.38,33.17,4.57,1.05,6.5,7.62,94.11,149.84,91.23,0.006,0.009,0.137,0.0199,3868,0
29.5,60.19,4.31,1.2,6.28,6.64,85.13,131.38,52.99,0.003,0.003,1.997,0.019,3707,0
26.06,50.41,3.71,1.3,6.81,8.24,53.36,144.95,38.85,0.017,0.014,0.404,0.0199,4341,0
28.11,51.94,3.68,1.99,5.26,7.09,85.66,128.4,44.01,0.005,0.02,0.56,0.0193,3234,0
23.15,33.97,3.11,1.97,5.65,7.25,27.94,123.29,68.55,0.009,0.018,0.245,0.0199,3116,0
22.72,50.38,4.73,1.5,6.09,7.14,40.36,144.45,60.18,0.014,0.008,1.902,0.0191,3495,0
24.29,35.65,3.15,1.59,5.69,6.72,76.11,132.05,79.83,0.003,0.015,1.325,0.0192,3312,0
27.47,79.86,4.37,1.73,5.42,7.92,71.54,86.85,86.79,0.014,0.009,1.757,0.0193,3318,0
24.65,65.29,4.15,2,7.15,7.17,89.69,138.53,84.43,0.013,0.017,1.827,0.0194,3060,0
29.84,53.27,3.86,1.95,5.85,6.58,59.27,148.6,51.62,0.015,0.009,0.087,0.0191,4474,0
28.49,36.02,3.97,1,6.7,8.1,92.66,111.51,35.92,0.004,0.014,0.931,0.0195,3323,0
23.22,67.54,4.36,1.89,5.3,8,35.01,144.95,36.55,0.007,0.013,0.867,0.0198,3599,0
21.79,78.26,3.41,1.24,7.84,6.98,40.32,114.95,52.1,0.02,0.001,0.99,0.0197,3092,0
28.55,73.34,3.74,1.09,6.09,8.22,91.56,127.49,62.04,0.011,0.012,1.819,0.0199,3670,0
28.6,73.99,4.52,1.9,6.91,7.28,49.55,126.33,62.15,0.003,0.005,1.808,0.0194,4110,0
21.05,38.68,3.21,1.9,7.9,7.57,39.87,147.15,57.15,0.007,0.011,1.27,0.0192,3217,0
27.61,44.39,4.28,1.26,6.6,7.45,45.2,128.59,31.51,0.016,0.004,1.735,0.0194,3768,0
21.39,72.57,4.51,1.75,5.1,8.06,65.6,130.65,82.54,0.013,0.02,1.345,0.0191,4215,0
26.07,53.13,4.29,1.4,6,8.46,30.52,96.17,62.98,0.01,0.014,0.722,0.0191,3391,0
27.93,79.86,4.34,1.69,5.25,7.99,77.29,140.26,94.7,0.009,0.006,0.472,0.0191,3264,0
22.12,44.05,4.18,1,7.36,8.13,72.93,84.2,66.46,0.022,0.013,0.367,0.0198,3451,0
20.32,47.91,4.48,1.84,6.21,7.97,75,104.35,41.81,0.016,0.011,0.038,0.0199,3151,0
28.03,67,3.93,1.79,5.39,6.9,70.26,132.94,76.54,0.011,0.016,0.993,0.0194,3521,0
20.39,57.33,3.29,1.27,7.13,6.61,52.76,137.56,46.13,0,0.005,0.977,0.0194,3812,0
27.41,58.57,3.64,1.85,6.98,6.84,64.97,113.13,89.76,0.006,0.005,0.576,0.0198,3133,0
23.39,33.69,4.7,1.3,5.84,7.21,48.38,149.87,45.84,0.016,0.005,1.541,0.0195,3959,0
24.16,34.16,4.32,1.14,6.48,8.39,39.12,124.82,73.16,0.013,0.004,1.518,0.0196,3771,0
21.94,39.88,3.78,1.7,7.23,7.54,89.45,82.15,63.99,0.01,0.019,0.621,0.0192,3016,0
29.47,74.84,4.83,1.21,6.41,6.86,58.89,127.12,78.68,0.019,0.019,0.983,0.0194,4077,0
21.36,63.68,4.06,1.19,7.66,8.34,67,120.56,61.69,0.006,0.018,0.816,0.0194,4041,0
24.69,60.37,3.32,1.37,6.08,8.17,76.66,102.88,41.95,0.006,0.001,0.776,0.0191,3865,0
28.51,32.58,4.39,1.71,7.28,8.09,84.06,76.44,55.89,0.012,0.006,1.031,0.0199,4212,0
22.47,55.39,4.57,1.42,5.22,7.86,84.96,144.85,45.89,0.024,0.007,1.542,0.0198,3057,0
24.31,45.05,4.69,1.3,5.03,7.13,95.06,91.54,50.38,0.018,0.004,0.792,0.0191,3481,0
29.94,42.03,3.91,1.68,6.76,6.68,77.56,81.77,76.91,0.003,0.02,1.296,0.0193,3622,0
29.28,68.8,3.18,1.34,7.57,7.47,79.31,116,79.38,0.015,0.006,0.634,0.0193,4291,0
20.43,74.63,3.27,1.95,6.74,8.89,39.59,107.48,69.29,0.019,0.014,0.843,0.0195,3965,0
25.48,32.65,4.14,1.11,7.86,6.56,91.47,114.69,29.91,0.009,0.009,0.269,0.0195,3593,0
20.01,57.83,4.25,1.91,6.01,7.98,60.2,142.16,42.85,0.008,0.019,1.444,0.0199,3570,0
27.25,37.57,4.39,1.92,5.95,8.71,93.06,80.26,35.5,0.006,0.008,1.06,0.0192,4009,0
26.19,79.47,3.83,1.01,7.22,7.95,65.6,80.79,85.27,0.004,0.018,0.792,0.0198,3113,0
23.72,56.31,3.28,1.03,5.45,8.29,36.19,89.79,85.32,0.001,0.005,1.022,0.0198,3931,0
22.94,56.83,3.62,1.53,7.99,8.29,90.08,123.04,75.35,0.003,0.002,0.17,0.0195,3903,0
20.55,65.62,4.42,1.74,5.82,7.45,81.05,99.02,56.36,0.02,0.004,1.204,0.0191,4022,0
27.01,70.94,3.42,1.69,5.45,6.89,82.76,82.73,52.01,0.004,0.009,1.282,0.0196,4464,0
28.93,73.71,4.47,1.55,7.24,6.89,43.02,117.03,33.52,0.024,0.016,0.701,0.0199,3817,0
27.26,61.09,3.78,1.33,5.5,7.66,35.23,107.16,31.68,0.005,0.013,0.479,0.0192,3490,0
25.86,30.53,3.04,1.58,7.4,6.59,84.1,128.25,39.17,0.013,0.011,0.751,0.0196,3965,0
29.52,41.11,4.3,1.9,7.29,8.32,91.57,124.31,93.88,0.006,0.014,0.103,0.0197,4051,0
23.61,32.63,4.27,1.89,5.26,8.38,51.5,146.24,83.13,0.012,0.007,0.384,0.019,3576,0
20.91,55.72,4.44,1.3,7.95,7.63,65.35,116.63,88.67,0.011,0.009,0.263,0.0193,4350,0
24.87,74.64,4.6,1.26,7.02,7.22,55.13,82.1,99.74,0,0.013,1.395,0.0196,3130,0
21.66,58.98,4.36,1.67,5.86,6.86,32.34,107.2,81.14,0.005,0.006,1.457,0.0196,3057,0
22.57,61.4,3.55,1.31,5.81,7.73,84.39,98.25,28.88,0.019,0.007,0.031,0.0193,3389,0
20.02,37.21,4.31,1.63,6.52,7.41,43.63,129.73,26.54,0.008,0.014,1.342,0.0192,3486,0
27.63,67.43,4.53,1.56,6.72,8.45,59.65,89.79,85.7,0.009,0.008,1.901,0.0193,4104,0
27.64,44.03,3.58,1.1,5.58,6.85,46.41,86.78,76.41,0.017,0.009,1.338,0.0199,4344,0
20.16,73.44,4.64,1.38,6.78,8.37,32.52,92.04,94.26,0.015,0.004,0.078,0.0195,4113,0
21.24,70.11,3.16,1.57,6.3,8.05,68.94,90.74,88.1,0.01,0.015,0.129,0.019,3788,0
20.8,54.42,4.82,1.05,5.38,8.77,25.41,104.79,68.47,0.02,0.015,0.863,0.0196,4442,0
20.78,78.68,5,1.48,5.48,8.29,42.81,75.25,82.62,0.017,0.009,0.314,0.0199,3372,0
25.91,56.36,3.84,1.02,5.65,6.79,99.5,123.31,89.37,0.024,0.001,0.685,0.0196,3848,0
24.96,40.88,3.53,1.44,5.88,8.68,81.04,116.61,54.59,0.022,0.013,0.577,0.0197,3897,0
24.93,39.83,3.52,1.24,7.34,6.66,31.68,143.95,33.99,0.015,0.009,1.94,0.019,4023,0
26.48,30.88,3.68,1.81,5.97,6.5,30.18,115.05,58.32,0.024,0.019,0.554,0.0195,3902,0
28.41,47.22,4.58,1.44,6.71,7.27,84.5,86.67,41.47,0.012,0.015,0.826,0.0193,3454,0
20.17,71.77,4.27,1.89,6.87,7.49,25.34,88.8,33.99,0.015,0.007,0.558,0.02,3485,0
28.44,43.73,4.49,1.1,6.01,7.21,41.13,149.62,30.07,0.01,0.008,1.567,0.0194,3236,0
27.72,62.88,4.81,1.94,7.99,8.12,45.51,134.38,62.4,0.02,0.003,1.429,0.019,3896,0
22.89,38.49,5,1.37,7.14,7.15,77.77,105.66,53.47,0.01,0.013,1.523,0.0196,3866,0
27.01,44.73,4.95,1.16,6.82,8.97,85.46,91.85,37.43,0.007,0.004,0.492,0.0195,4225,0
29.13,48.53,3.95,1.01,6.06,8.18,74.47,104.25,85.17,0.006,0.018,0.872,0.0192,3326,0
29.45,62.45,3.96,1.37,5.58,8.17,60.21,107.32,25.08,0.019,0,0.335,0.02,3259,0
22.68,58.39,3.14,1.43,5.66,8.47,82.25,80.49,63.36,0.018,0.001,0.065,0.0196,3995,0
21.54,55.61,3.61,1.43,5.18,6.67,69.22,135.58,46.21,0.011,0.015,1.134,0.0198,3467,0
23.71,33.02,4.85,1.02,7.35,7.11,80.69,81.4,47.93,0.009,0.001,0.816,0.0192,4079,0
22.23,68.89,4.37,1.31,5.52,7.77,71.18,142.16,73.85,0.022,0.018,0.383,0.0196,3207,0
20.26,31.5,3.57,1.27,5.61,8.66,46.39,140.96,59.27,0.019,0.015,1.577,0.0198,3748,0
21.81,64.02,3.87,1.87,5.2,8.99,34.2,83.2,71.75,0.007,0.002,0.64,0.0191,3541,0
22.44,74.64,3.73,1.72,7.36,8.02,60.91,80.44,54.12,0.007,0.009,1.068,0.02,3239,0
29.97,48.55,4,1.23,5.64,6.56,62.75,107.82,45.87,0.012,0.012,0.641,0.0191,3517,0
26.55,61.18,3.32,1.31,5.68,8.76,42.04,141.68,36,0.005,0.012,1.756,0.0192,3069,0
21.18,64.63,3.9,1.98,7.19,8.47,68.48,118.43,63.77,0.012,0.004,0.196,0.0192,3477,0
28.25,69.25,4.83,1.94,7.14,7.77,44.57,147.9,63.91,0.023,0.003,0.972,0.0193,3352,0
27.31,61.62,3.18,1.77,5.69,8.39,28.92,117.89,66.28,0.013,0.01,0.261,0.0195,3575,0
27.14,64.51,3.74,1.83,6.2,8.03,46.07,98.67,60.14,0.015,0.01,1.431,0.0194,3415,0
25.57,70.13,3.11,1.06,6.76,7.56,82.45,135.49,73.09,0.022,0.002,1.108,0.02,3715,0
23.81,48.79,4.64,1.14,6.49,7.12,52.51,110.83,53.73,0.011,0.006,1.899,0.0193,4417,0
23.47,32.39,4.61,1.5,7.87,7.02,37.9,121.98,40.42,0.008,0.003,1.361,0.0197,3505,0
20.85,35.15,4.69,1.67,7.68,7.31,62.23,90.87,27.85,0.019,0.001,0.576,0.0198,3606,0
22.12,57.02,4.32,1.18,7.17,7.39,72.83,78.15,92.42,0.021,0.008,0.948,0.0191,3575,0
20.89,72.47,4.92,1.39,5.27,7.52,50.4,81.87,28.82,0.014,0.015,1.336,0.0191,3508,0
27.6,56.62,4.2,1.92,5.95,7.79,99.81,120.26,46.9,0.017,0.013,1.254,0.0191,3874,0
20.7,75.43,4.76,1.96,5.54,8.77,91.27,122.65,29.68,0.011,0.019,0.22,0.0194,3747,0
25.86,34.48,3.1,1.76,5.31,6.79,95.91,105.76,32.09,0.003,0.01,1.49,0.0196,3802,0
22.83,73.2,3.05,1.07,5.84,6.95,96.35,127.13,96.87,0.012,0.013,1.713,0.0198,3283,0
25.22,72.87,3.41,1.42,7.98,7.67,26.73,91.15,64.76,0.014,0.007,1.364,0.0194,4387,0
29.74,74.14,4.16,1.18,6.32,7.28,59.67,80.76,89.15,0.013,0.005,1.426,0.0195,4142,0
26.84,33.72,4.54,1.26,5.61,8.83,78.16,92.67,71.3,0.014,0.019,0.22,0.0193,4325,0
24.01,47.11,4.74,1.42,7.22,8.69,91.18,86.94,82.42,0.008,0.003,0.79,0.0194,3696,0
21.05,41.41,3.16,1.23,7.93,8.97,34.57,128.78,31.85,0.01,0.011,0.137,0.0198,3877,0
24.15,72.22,4.7,1.17,6.51,6.99,49.96,149.91,55.55,0.01,0.02,1.585,0.0191,3705,0
25.48,36.7,4.86,1.43,7.87,8.55,46.39,104.52,98.2,0.007,0.018,0.396,0.0192,4108,0
22.31,74.06,4.08,1.23,7.77,8.04,42.15,76.51,27.17,0,0.013,0.706,0.0191,3423,0
20.06,39.68,3.11,1.95,6.54,7.09,66.66,122.21,34.6,0.006,0.003,0.188,0.0194,3201,0
25.41,72.33,4.77,1.38,6.06,8.48,60.24,88.28,27.38,0.005,0.014,1.643,0.02,4320,0
28.8,40.4,3.32,1.36,6.91,7.58,44.84,119.16,41.86,0.019,0.013,0.347,0.0191,3356,0
23.78,63.53,4.59,1.99,5.82,6.82,95.16,114.77,35.24,0.02,0.016,1.568,0.0198,4240,0
28.26,40.82,3.61,1.33,6.02,7.93,97.67,100.75,82.06,0.008,0.015,1.941,0.0196,3647,0
21.53,33.24,4.3,1.89,7.4,6.82,41.18,128.66,28.53,0.01,0.001,0.771,0.0195,3619,0
26,51.46,4.75,1.37,5.71,7.04,37.14,101.29,40.77,0.006,0.01,1.613,0.0195,4331,0
28.38,45.15,3.29,1,5.57,7.67,59.21,115.74,98.12,0.011,0.008,0.324,0.0195,3465,0
23.22,59.28,4.74,1.76,7.62,7.72,44.11,110.15,45.16,0.023,0.018,1.765,0.0194,4130,0
24.06,42.29,4.72,1.43,5.03,6.98,44.94,75.98,53.95,0.02,0.004,1.006,0.0197,4239,0
24.15,67,4.5,1.13,7.44,6.8,99.31,84.83,29.54,0.01,0.002,0.337,0.0199,3765,0
25.78,41.15,4.34,1.85,6.39,8.19,66.93,127.27,40.44,0.018,0.008,1.37,0.0195,3478,0
21.29,30.02,4.86,1.47,6.19,8.98,88.59,104.97,88.29,0.001,0.014,1.243,0.0196,4219,0
21.04,30.15,3.79,1.01,6.25,8.14,49.45,91.56,71.29,0.021,0.015,1.225,0.0193,4304,0
21.44,76.28,3.89,1.94,5.92,7.07,42.65,83.39,79.99,0.023,0.014,1.549,0.0196,3429,0
24.4,31.98,3.43,1.38,6.44,8.57,79.49,107.38,35.54,0.001,0.015,0.569,0.0199,3142,0
24.72,56.85,4.59,1.87,5.91,7.43,35.33,97.42,98.94,0.011,0.006,1.951,0.0198,3667,0
26.87,39.58,4.74,1.87,5.91,8.24,69.18,122.94,75.38,0.02,0.013,0.923,0.019,4084,0
23.59,38.18,4.45,1.02,7.49,8.11,76.4,81.19,91.91,0.002,0.002,0.876,0.0196,3582,0
23.09,64.86,3.26,1.87,6.49,6.56,95.55,81.17,43.34,0.008,0.019,1.013,0.0191,4187,0
20.41,63.44,3.19,1.87,6.85,7.24,84.32,135.19,71.22,0.005,0.01,0.144,0.0194,3962,0
29.48,69.22,3.19,1.11,7.02,8.76,35.97,130.53,56.87,0.022,0.012,0.902,0.0199,3040,0
20.75,56.1,3.39,1.96,5.59,8.15,81.91,103.96,53.96,0.019,0.012,0.496,0.019,3126,0
